index,created_at,tweet_id,credible,author_id,text,urls,name,username,verified,location,followers_count,following_count,tweet_count,like_count,quote_count,reply_count,retweet_count,retweet_author_id,retweet_id,retweeted_screen_name,user_mentions_id,user_mentions_screen_name,in_reply_to_user_id,in_reply_to_tweet_id,in_reply_to_username,reference_type,reference_id
403713,2021-03-01 16:52:16+00:00,1366431102160826370,1,46148540,"When we hear media saying that these vaccines are causing x many times more injury than any other vaccine. HOW DO WE KNOW THAT? VAERS for example is a voluntary system, which is reported to have only 1% of all adverse events. What if this has been happening for YEARS?!",#,Caroline Coram,CarolineCoramUK,False,"Boston, Lincolnshire, UK",22387,6463,80391,71,1,19,22,#,#,#,#,#,#,#,#,#,#
419800,2021-03-01 10:23:22-07:00,1366438930489442304,1,35826823,"Good news #Brampton! 

@OslerHealth began vaccinating seniors over the age of 80 this past weekend. 

@DrMohammadOsler and his team at @OslerHealth will be launching an online vaccine appointment website later today. #COVID19Vaccine #covid19Canada https://t.co/hx2XGOBMks","twitter.com,",Patrick Brown,patrickbrownont,True,Canada,65959,5543,33538,71,0,6,17,#,#,#,55005601,OslerHealth,#,#,#,#,#
419977,2021-03-01 17:23:42+00:00,1366439011867385860,1,7587032,"“We can see that the number of deaths each day is thankfully falling much, much faster than in the first peak.”

Health Secretary Matt Hancock explains the data that shows the vaccine is working.

Get live COVID19 updates: https://t.co/YLKBUHEVgh https://t.co/Lg73DC7ad1","trib.al,twitter.com,",Sky News,SkyNews,True,"London, UK",8296710,22,564717,71,1,9,11,#,#,#,#,#,#,#,#,#,#
442776,2021-03-01 13:05:13-05:00,1366449458939109383,1,3131186392,"@chamath If the vaccine works, and the immunocompromised and elderly become the beta testers, I should no longer be a threat to them if I choose to not partake. Simple logic: why risk ANY short or long term side effect, when I can get over Covid in 5 days?",#,hgtp://Crypto ToⓂ️,cryptotom1111,False,"Charlotte, NC",11159,1690,5943,71,1,9,1,#,#,#,3291691,chamath,3131186392,1366449316278190081,cryptotom1111,replied_to,1366449316278190081
486389,2021-03-01 14:29:05-05:00,1366470567851917312,1,14296548,"Ohio Gov. Mike DeWine announces Phase 1C for COVID-19 vaccine; those 60 and older now eligible
https://t.co/raJxx92uTn https://t.co/8OkMFh2EKJ","www.wkyc.com,twitter.com,",WKYC 3News,wkyc,True,"Cleveland, OH",200690,17626,358882,71,10,8,31,#,#,#,#,#,#,#,#,#,#
499824,2021-03-01 10:54:53-09:00,1366477059300548609,1,3853851,"Anchorage: Southcentral Foundation has opened up COVID vaccine eligibility to everyone over 40. I didn't expect to be eligible for months, but Steve and I have appointments for Wednesday!

https://t.co/aV2OjcLCbZ","vax.nuka.com,",Valette Keller,Valette,False,"Anchorage, AK",1047,175,48085,71,0,5,7,#,#,#,#,#,#,#,#,#,#
522515,2021-03-01 15:39:49-05:00,1366488365328183298,1,936616786946154502,the first thing I’m doing after I get the second vaccine dose is taking the metro north upstate for no reason,#,mta bitch,mta_bitch,False,philly/nyc,4359,811,9196,71,0,1,2,#,#,#,#,#,#,#,#,#,#
530188,2021-03-01 20:55:34+00:00,1366492331130687489,1,191802041,And your fertility https://t.co/iTPnzWgLew,"twitter.com,",Alistair Williams,awilliamscomedy,False,London,26978,3086,21311,71,0,14,10,#,#,#,#,#,#,#,#,quoted,1366438172238962689
545301,2021-03-01 13:26:59-08:00,1366500237469233161,1,14526877,"UNDOCUMENTED and yes they absolutely should be able to, hope that clears everything up for you John. https://t.co/Chh8JFLLb5","twitter.com,",Gabe Ortíz,TUSK81,True,"San Francisco, CA",44054,2271,118636,71,0,0,14,#,#,#,#,#,#,#,#,quoted,1366417015242706950
547376,2021-03-01 15:30:58-06:00,1366501237919674369,1,1884013189,$NVAX $20 per average dose. Do the math for 1Billion doses. Company market cap around 16 Billion https://t.co/JiexptyPbB,"twitter.com,",Pharmdca,Pharmdca,False,United States,80245,110,69154,71,0,8,11,#,#,#,#,#,#,#,#,quoted,1366500532483993602
548479,2021-03-01 16:33:16-05:00,1366501818507927557,1,1010593116,Bear in mind NACI also initially recommended against vaccinating in pregnancy as well. This was out of an abundance of caution until it became understood that the benefits clearly outweighed theoretical risks 1/ https://t.co/jse0UStKEq,"twitter.com,",Abdu Sharkawy,SharkawyMD,True,"Toronto, Ontario",73492,1020,14970,71,0,2,8,#,#,#,#,#,#,#,#,quoted,1366488200005451778
562712,2021-03-01 16:03:30-06:00,1366509426803408901,0,50434933,"IMPORTANT: New Johnson &amp; Johnson Coronavirus Vaccine Created With Fetal Cells From Babies Killed in Abortion

PLEASE RT so people know the truth.

https://t.co/Qqfbh8Gunh","www.lifenews.com,",LifeNews.com,LifeNewsHQ,False,USA,263228,256943,245856,71,5,10,129,#,#,#,#,#,#,#,#,#,#
566648,2021-03-01 16:11:53-06:00,1366511536949366785,1,1040058893907513344,"The best way to protect yourself from new COVID strains is by wearing a mask, social distancing, practicing good hygiene and getting the vaccine when it is your turn. We must remain vigilant to slow the spread and protect our communities. https://t.co/F2zjbDXGs1","twitter.com,",Governor Laura Kelly,GovLauraKelly,True,"Topeka, KS",53018,102,4713,71,1,30,15,#,#,#,#,#,#,#,#,quoted,1366486864279048206
568564,2021-03-01 17:15:57-05:00,1366512560971935757,1,1225887605616762880,"@travishelwig @yashar I figure anyone who is feeling guilty can make ourselves useful helping out other people -- have friends giving rides to vaccination sites, helping less-tech-savvy elders get their appointments, just spreading the word on their positive experience to help ease anxieties.",#,Betsy Cazden,Betsy_Cazden,False,"RI, USA",786,467,12611,71,0,1,2,#,#,#,15764349,travishelwig,15764349,1366442492724318209,travishelwig,replied_to,1366442492724318209
584499,2021-03-01 15:51:07-07:00,1366521409829179393,1,737438743334772736,@MegaplexCon Please please consider making proof of vaccination a requirement to attend.,#,🌈 Omnom 🏳️‍🌈,OmnomThenom,False,Arizona,39345,599,19534,71,1,3,0,#,#,#,21581408,MegaplexCon,737438743334772736,1366521310399012864,OmnomThenom,replied_to,1366521310399012864
588721,2021-03-01 18:01:11-05:00,1366523944719818755,1,3442699455,Wait. I thought he told America he was Super immune after having (and almost dying from)the virus he told America was a hoax that would dissapear https://t.co/LSIU79fP0m,"twitter.com,",Jumbo Elliott,JumboElliott76,False,"Long Island, New York ",10837,1812,112896,71,0,14,5,#,#,#,#,#,#,#,#,quoted,1366519016630734852
592365,2021-03-01 18:09:58-05:00,1366526153515761669,1,15985390,"Glad they are able to get vaccinated but not gonna lie, wonder if NC is doing some low-key, smart &amp; savvy teacher recruitment?! 🤔 https://t.co/4qNh8sCyA6","twitter.com,",Judi Gatson,JudiGatson,True,"Columbia, SC",32324,7906,83406,71,1,9,6,#,#,#,#,#,#,#,#,quoted,1366525631190753282
14339,#,1366185014908616705,1,589407608,"1. My impetus for getting the COVID vaccine was the “go” a major corporation gave me to perform a contract to upgrade an industrial systems application. Unfortunately, two 4 days after my first shot, I tested positive for the virus...",#,Rocky Mountain Mike,RockyMntnMike,False,Blue in red state turning blue,24819,5726,128450,70,0,15,9,#,#,#,#,#,#,#,#,#,#
39163,2021-03-01 09:56:08+08:00,1366205582215053312,1,391769437,Top govt officials taking the vaccine jab is key to ensuring public confidence in the govt's vaccination program. https://t.co/CD7oLKa8ZE,"twitter.com,",Mike Navallo,mikenavallo,False,Quezon City,76654,1103,29530,70,1,1,12,#,#,#,#,#,#,#,#,quoted,1349967318370066432
64171,2021-03-01 13:51:33+11:00,1366219527785115648,1,29420301,"Oh no! Fresh from stuffing up the vaccine delivery, Greg Hunt is going to be responsible for #RC Aged Care recommendations. A disaster is beckoning! #auspol",#,Eddy Jokovich,EddyJokovich,False,Gadigal,29117,2657,47165,70,0,1,14,#,#,#,#,#,#,#,#,#,#
68732,2021-03-01 08:31:03+05:30,1366221919163346950,1,1103293772085919745,"People's Leader..🙏🙏🔥🔥
That's why India and all world believes u.. https://t.co/Vlz3PwwQMT","twitter.com,",Mohsin/मोहसिन 🇮🇳,Shaikh_Mohsin12,False,"Pune, Maharashtra",10170,3892,73823,70,0,1,7,#,#,#,#,#,#,#,#,quoted,1366200664402006016
113355,2021-03-01 10:12:04+05:30,1366247339929739266,1,1296071439020253186,"First were front warriors, then the senior citizens, there too, he stood in queue, waited for his turn. @narendramodi PM of India gets his vaccination today. He got it in AIIMS, not in New York.

People who asked 'why doesn't he inject himself first?', 
Next allegations please?",#,SHIV CHAUDHARY,shiv4delhi,False,"New Delhi, India",708,223,1745,70,0,1,12,#,#,#,18839785,narendramodi,#,#,#,#,#
126248,2021-03-01 05:16:02+00:00,1366255890169425920,1,552605582,Coming to #BenGurionIntlAirport for #CoronaVaccine 💉 was also an opportunity for chance meeting with @NogaCaspi of @IsraelinCyprus who was there for the same reason and @YaelRaviaZadok of @IsraEconomy who came to give moral support. Thanks to @IsraelMFA for making this happen. https://t.co/POkiqp5x0k,"twitter.com,",Ambassador Rony Yedidia Clein,RonyYedidia,True,"Abidjan, Cote d'Ivoire",6924,1346,12093,70,2,0,8,#,#,#,957939401027411968,NogaCaspi,#,#,#,#,#
130050,2021-03-01 10:56:30+05:30,1366258523470893058,1,438152067,#Odisha Government introduces offline registration for #Covid19 vaccination following glitches during on-line registration; Additional Chief Secretary directs all Collectors and CDMOs to take necessary measures for smooth inoculation of senior citizens,#,OTV,otvnews,True,"Bhubaneswar, India",1132945,254,227201,70,1,0,1,#,#,#,#,#,#,#,#,#,#
154044,2021-03-01 07:33:12+01:00,1366275310900109315,1,1901298962,"I’d rather miss Olympics than take COVID-19 vaccine- 
Jamaican sprint superstar Yohan Blake https://t.co/eofGbVuXwC","twitter.com,",Naija,Naija_PR,True,Nigeria,2587838,198797,250913,70,2,1,15,#,#,#,#,#,#,#,#,#,#
154934,2021-03-01 12:05:40+05:30,1366275929547280384,1,37034483,"""I am posted at the vaccine centre. I was called. We found out the Prime Minister is coming today. It was great to meet PM sir,"" Sister P Niveda, the nurse who inoculated Prime Minister Modi, said. #COVID19 

Read more: https://t.co/NvoudwCu7m https://t.co/yGWySPa2XT","www.ndtv.com,twitter.com,",NDTV,ndtv,True,India,17434225,14,1006086,70,0,6,12,#,#,#,#,#,#,#,#,#,#
218957,2021-03-01 09:36:19+00:00,1366321393101647872,1,151583473,The fact that people think their death is of big relevance to the world dey over me. Don https://t.co/loVMXmWCkW,"twitter.com,",CHIEF,tailorMARIQUE,False,"Accra, Ghana",24360,5730,269993,70,8,5,90,#,#,#,#,#,#,#,#,quoted,1366319916979257345
230734,2021-03-01 15:40:19+05:30,1366329947850113027,1,60908193,"Vaccine rolled out for elderly from today, I tell elderly relatives that it will take a week or two to get it since it started only today 9 AM, they call a hospital nearby and by 11.30 AM  they are vaccinated ! Amazing effort rolling out and reaching people from day 1,",#,Shankar Bhatt,ShankarSBhat,False,"Chennai,India",3869,210,10931,70,0,2,17,#,#,#,#,#,#,#,#,#,#
238240,#,1366335291863277568,1,887693897652097025,@acupuncturephil It's really not very easy to explain especially with people who are not actually interested to learn. Focus on the fact that the vaccine is a 100% effective in preventing hospitalization and death from COVID-19 even with a lower efficacy in blocking infections.,#,Dr. Melvin Sanicas,Vaccinologist,False,Switzerland + Singapore or ✈️ ,38735,2164,9683,70,3,0,19,#,#,#,888632107,acupuncturephil,888632107,1366330127362105345,acupuncturephil,replied_to,1366330127362105345
254741,2021-03-01 11:21:10+00:00,1366347779338088448,1,61759552,The Coronavirus vaccine roll out continues apace in Britain. #inoculation https://t.co/wgoJmXKwW3,"twitter.com,",Kathy Lette,KathyLette,True,London & Sydney ,41523,713,30355,70,0,2,6,#,#,#,#,#,#,#,#,#,#
267324,#,1366357069616537605,1,431202204,"Dublin riot reinforces need for early vaccination of gardaí – GRA: 'It is clear that a certain element turned up at the demonstration to inflict harm on gardaí.' - Damien McCarthy, GRA rep, DMR South Central Division
https://t.co/K7bNBdY5sB https://t.co/IG8X2qcHw3","gra.ie,twitter.com,",GRA,gardarep,True,"Phibsboro Tower, Dublin DO7",7003,34,1320,70,2,2,7,#,#,#,#,#,#,#,#,#,#
278642,2021-03-01 17:58:40+05:30,1366364765841358854,1,14072047,"Please share this. There is confusion among the general public about where to register.

Vaccine Registration: 
1. https://t.co/dRaOWfyOz6
2. CoWin tab on Aarogya Setu app

Please DON'T download the CoWin app from Google Play Store. It is only for administrators. https://t.co/ow5dxzpodQ","cowin.gov.in,twitter.com,",Sachin Kalbag,SachinKalbag,True,"Mumbai, India",199515,796,95386,70,2,2,72,#,#,#,#,#,#,#,#,quoted,1366263127336247299
318019,#,1366388322550095872,1,1921499118,Wifey and I have vaccine appointments! Woohoooooooooo,#,Callie Wright,calliegetsit,False,Qo'noSDaq,4033,1697,12691,70,0,3,0,#,#,#,#,#,#,#,#,#,#
353905,2021-03-01 10:18:14-05:00,1366407436328968195,1,77918673,"If your employer mandates that you take a vaccine, or fires you if you don't, they are in clear violation of federal law and should be held accountable.  #StopTechnocracy

https://t.co/LeOByvOXhC https://t.co/7kfJIgGsUW","bit.ly,twitter.com,",Patrick Wood,StopTechnocracy,False,Southwest US,18633,2294,7141,70,3,0,37,#,#,#,#,#,#,#,#,#,#
388251,2021-03-01 09:23:27-07:00,1366423850435678209,1,1324756591342735360,"My academic advisor in med school, @DrNunezSmith, is live on @CNN right now with the @WhiteHouse #COVID task force telling everyone to “get the first #vaccine offered to you.” Great advice from an amazing individual! @YaleMed @YaleIMed https://t.co/JMebeaWqh9","twitter.com,",Urs Weber MD,UrsWeberMD,False,"Denver, CO",462,252,801,70,0,1,10,#,#,#,1334599365453758469,DrNunezSmith,#,#,#,#,#
395085,2021-03-01 08:36:06-08:00,1366427034117898243,1,20097362,A mobile vaccination clinic went straight to farmworkers at a Morgan Hill mushroom factory as the vaccine rollout expands across Santa Clara County. https://t.co/HIYC1QhxG2 https://t.co/rvyq8MsDvz,"nbcbay.com,twitter.com,",NBC Bay Area,nbcbayarea,True,San Francisco Bay Area,394220,1533,420986,70,4,0,12,#,#,#,#,#,#,#,#,#,#
415567,2021-03-01 09:15:10-08:00,1366436864941576194,1,1351236267707654145,"It is critical that the CDC collects robust demographic information to make vaccine distribution more equitable. 

Right now, only 32 states report race &amp; ethnicity data. 

Proud to join @SenatorMenendez &amp; @SenatorCardin in an effort to change this.
https://t.co/vZQXdr310Y","www.huffpost.com,",Senator Alex Padilla,SenAlexPadilla,True,California,62481,363,2774,70,0,6,19,#,#,#,18695134,SenatorMenendez,#,#,#,#,#
422905,2021-03-01 12:29:13-05:00,1366440399859048450,1,30127096,"My dad and I both recently got our 2nd vaccine shots. I didn’t experience any serious side effects, but he’s going through it. Chills, headache, fatigue etc.",#,AT,primediscussion,False,"Atlanta, GA",12137,3815,265336,70,0,23,3,#,#,#,#,#,#,#,#,#,#
433967,2021-03-01 23:19:06+05:30,1366445406805057536,1,37034483,"#LeftRightCentre | “In the coming months, we should have a few more vaccines”: Dr Harsh Vardhan, Union Health Minister, on #COVIDVaccine

#NDTVExclusive https://t.co/6kQrtV0Ndv","twitter.com,",NDTV,ndtv,True,India,17659602,15,1065082,70,1,7,8,#,#,#,#,#,#,#,#,#,#
444826,2021-03-01 10:09:01-08:00,1366450415865393155,1,18018355,The White House is promoting all three emergency use authorized #COVID19 vaccinations. They are flooding the zones but the Black and Brown community remains skeptical. My latest #White House  report. https://t.co/Nv1cAHPyd0,"thegrio.com,",AprilDRyan,AprilDRyan,True,"Washington, D.C.",706376,5613,63594,70,1,4,24,#,#,#,#,#,#,#,#,#,#
450482,2021-03-01 13:19:41-05:00,1366453101989949442,1,200763689,"I finally have an appointment for a vaccine this week, hopefully I don't implode too hard but its a welcome relief :&gt;",#,SKD,SuperKawaiiDesu,True,"Brooklyn, New York",10827,535,58142,70,0,5,0,#,#,#,#,#,#,#,#,#,#
473013,2021-03-01 13:04:51-06:00,1366464468633452546,1,306599711,"YA GIRL IS FULLY VACCINATED! 💉😷⁣
⁣
I can’t even describe what a relief it is to no longer have to worry about infecting my family — or those who walk through our doors at @SalArmyMemphis every day for shelter.⁣
⁣
And for that, I feel incredibly fortunate.⁣ #GetVaccinated https://t.co/uxevf01NbC","twitter.com,",Nina Harrelson,NinaHarrelsonTV,True,"Memphis, TN",7335,4934,20008,70,0,6,0,#,#,#,23827920,SalArmyMemphis,#,#,#,#,#
476011,2021-03-01 11:10:34-08:00,1366465904641339393,1,257591704,We all have to get the vaccine and get out of the house!!! Everyone is trying to make everyone else miserable and it is working!!!!,#,Sophia Benoit,1followernodad,True,Los Angeles,123118,1184,110416,70,0,1,6,#,#,#,#,#,257591704,1366465763737968641,1followernodad,replied_to,1366465763737968641
479217,2021-03-01 19:16:11+00:00,1366467319459958784,1,83649318,"With increased vaccine supply in the region and guidance from the Province, #MLHU, @SW_PublicHealth and @HPPublicHealth will expand eligibility for COVID-19 vaccination to additional priority groups in Phase 1 of Ontario’s Vaccination Plan. 

#LdnOnt #Middlesex /1",#,MLHealthUnit,MLHealthUnit,True,London and Middlesex County,26147,4781,24447,70,12,11,37,#,#,#,455213065,SW_PublicHealth,#,#,#,#,#
479575,2021-03-01 14:16:50-05:00,1366467484266737685,1,1003724318621069314,Pfizer post the recipe for the vaccine on main challenge 2021. Let me just make that thing at home.,#,Niko Stratis,nikostratis,True,"Toronto, Ontario",15163,3320,51455,70,0,2,4,#,#,#,#,#,#,#,#,#,#
539712,2021-03-01 16:16:02-05:00,1366497481031372806,1,2876041031,"It’s not like you can choose your shot, though.  https://t.co/2TaLODYaVE","www.businessinsider.com,",Barbara Malmet,B52Malmet,False,"New York, NY",302271,7298,449721,70,1,12,15,#,#,#,#,#,#,#,#,#,#
542410,2021-03-01 16:21:17-05:00,1366498801331142660,1,843243197379887105,@AnObliviousGeek @axios Why would he get a vaccine for a fake virus? 🦠🤔🤥🤥🤥,#,Patricia C. Kling,boojune1954,False,"Massachusetts, USA",896,730,94062,70,0,4,7,#,#,#,157414430,AnObliviousGeek,157414430,1366469258255990795,AnObliviousGeek,replied_to,1366469258255990795
542651,2021-03-01 16:21:46-05:00,1366498923439927297,1,346569284,"Rock concerts and COVID vaccine clinics aren’t all that different, from a technical perspective.

As vaccine supply increases, behind the scenes workers are ready to do our part in building field vaccination sites.

https://t.co/UAq6jGSr6i","www.baltimoresun.com,",IATSE // #IASolidarity,IATSE,True,"New York, NY",66093,1444,19434,70,2,2,24,#,#,#,#,#,#,#,#,#,#
561453,2021-03-01 14:00:53-08:00,1366508770118021120,1,15113565,"Widespread vaccination against COVID19 aligns with our priorities of protecting service members, civilians, and families; safeguarding national security capabilities; and supporting the national response to the pandemic. #USCG #CombatCOVID #Vaccine https://t.co/quOQ4ixfHP","twitter.com,",U.S. Coast Guard,USCG,True,"Washington, D.C.",613197,277,23851,70,3,3,21,#,#,#,#,#,#,#,#,#,#
572827,2021-03-01 14:25:00-08:00,1366514836603953156,1,23169735,"CVS has a lot of vaccine appointment openings this week, too! https://t.co/P38iupSzbf","twitter.com,",Matt Haney,MattHaneySF,True,San Francisco,39691,14833,25804,70,1,6,14,#,#,#,#,#,#,#,#,#,#
588491,2021-03-01 18:00:39-05:00,1366523807884849152,1,197470016,That’s what’s up @LashNolen. 👊🏽 https://t.co/3XzTxYM8ah,"twitter.com,","Kimberly D. Manning, MD",gradydoctor,False,"Atlanta, Georgia ",109228,1185,16212,70,0,0,5,#,#,#,1094387392755236864,LashNolen,#,#,#,quoted,1366442471375450115
596240,2021-03-01 18:19:20-05:00,1366528511167631361,1,1344389506963808264,"Right now we are working to ensure vaccines get to the Northeast Bronx, where the vaccination rate is far lower than the rest of the state. This is a matter of life and death.
https://t.co/tnEPRsR3zk","www.bxtimes.com,",Congressman Jamaal Bowman,RepBowman,True,"Washington, DC",42645,209,2982,70,0,6,11,#,#,#,#,#,#,#,#,#,#
11581,#,1366182541770768386,1,24906110,"I hope now that @60Minutes has amplified our plea to have a mass vaccination site located in Montgomery County, @GovLarryHogan will listen. Big shout out to Dr. Travis Gayles, @MoCoDHHS and #VaccineHunters for all their work. #VaccineEquity https://t.co/0xRLx34ROo","twitter.com,",Will Jawando,willjawando,True,"Silver Spring, MD born& raised",13116,2098,8404,69,1,4,18,#,#,#,18812572,60Minutes,#,#,#,#,#
45886,2021-03-01 07:41:07+05:30,1366209352902709249,1,1138322180008136704,"Leading by example and waiting for his turn like common man, PM Shri @narendramodi took first dose of COVID vaccine today. https://t.co/avNUlPzdL6","twitter.com,",Dr. Sukanta Majumdar,DrSukantaBJP,True,"Balurghat, India",48802,141,6455,69,0,0,38,#,#,#,18839785,narendramodi,#,#,#,#,#
50581,2021-03-01 07:51:27+05:30,1366211952343584768,1,1136118194773475329,PM MODI has taken First dose of #COVID19Vaccine today. https://t.co/veX5fFhFX9,"twitter.com,",COC,Controversyy3,False,Bharat,6306,29,9047,69,2,1,4,#,#,#,#,#,#,#,#,#,#
54330,2021-02-28 21:30:00-05:00,1366214106966032384,1,16434865,Kentucky is one of about 25 states where all teachers are eligible for the COVID-19 vaccine. https://t.co/DwhlO4fupc,"www.wkyt.com,",WKYT,WKYT,True,"Lexington, KY",151528,2874,185430,69,0,3,8,#,#,#,#,#,#,#,#,#,#
70108,2021-03-01 08:34:15+05:30,1366222723559550976,1,537465783,"Hon'ble PM Shri @narendramodi Ji took his first dose of the COVID-19 vaccine at AIIMS. 

Thank you for inspiring us, Sir.

#IndiaFightsCorona
#LargestVaccineDrive 
#Covaxin 
#United2FightCorona https://t.co/ptKJxQUiQX","twitter.com,",Satish Upadhyay,upadhyaysbjp,True,"New Delhi, India",110733,877,17031,69,0,2,15,#,#,#,18839785,narendramodi,#,#,#,#,#
82125,2021-03-01 09:01:20+05:30,1366229541572599809,1,143409262,"The smile and the jab which hopefully helps people shun vaccine hesitancy and propels us towards herd immunity via vaccination, one individual a time. https://t.co/LEKMb2f2mh","twitter.com,",Zucker Doctor,DoctorLFC,False,India,23689,630,28112,69,0,3,7,#,#,#,#,#,#,#,#,#,#
89091,2021-03-01 11:47:42+08:00,1366233659137662977,1,1013368951009447937,"Doc Gap is a good person, I personally know him and his family. They don’t deserve Sinovac. Our healthcare workers doesn’t deserve that vaccine. Who ever perpetuated this show should be the first ones receiving that vaccine.",#,Martin 🎀,immartinsy,False,Makati City,3474,1881,10117,69,0,1,3,#,#,#,#,#,#,#,#,#,#
180784,2021-03-01 13:16:59+05:30,1366293875183128576,1,833146958,#Telangana health minister @Eatala_Rajender takes his first dose of #COVID19 vaccine today! https://t.co/9PG7bTlzIk,"twitter.com,",Anusha Puppala,anusha_puppala,True,Hyderabad,18081,2331,13661,69,1,8,5,#,#,#,878261831629815810,Eatala_Rajender,#,#,#,#,#
183644,2021-03-01 13:25:00+05:30,1366295893671034880,1,134758540,Over 20 million get first dose of Covid vaccine in UK https://t.co/rUUCghjk5c via @TOIWorld https://t.co/YQF08qXgvO,"toi.in,twitter.com,",The Times Of India,timesofindia,True,New Delhi,14544639,459,807619,69,0,1,7,#,#,#,29959618,TOIWorld,#,#,#,#,#
224110,2021-03-01 15:20:53+05:30,1366325056112979969,1,141584822,#Telangana's health minister Eatala Rajender (@Eatala_Rajender) on Monday launched the second phase of #Covid vaccination by receiving the first dose at government-run Area Hospital at #Huzurabad. https://t.co/aoKEfgkK44,"twitter.com,",IANS,ians_india,True,New Delhi,84326,43,392933,69,0,0,3,#,#,#,878261831629815810,Eatala_Rajender,#,#,#,#,#
226360,2021-03-01 15:27:15+05:30,1366326661034123266,1,811972460560019456,"#LIVE | Union Health Minister Dr. Harsh Vardhan speaks to Republic on the second phase rollout of COVID-19 Vaccine in an exclusive interview. 

Tune in to watch - https://t.co/RZHKU3wOei https://t.co/dDTgSwP74E","www.republicworld.com,twitter.com,",Republic,republic,True,"Mumbai, India",2843603,6,545203,69,1,2,8,#,#,#,#,#,#,#,#,#,#
240901,#,1366337334472544257,1,144087648,"4 million doses of the AstraZeneca COVID-19 vaccine to arrive Nigeria tomorrow. 

Would you be taking the Vaccine?

#YesToCovid19Vaccine https://t.co/4LdXeyd9uF","twitter.com,",Sally Suleiman,is_salsu,True,Abuja  (Available to speak),183677,2774,250827,69,4,21,75,#,#,#,#,#,#,#,#,#,#
246354,2021-03-01 05:55:34-05:00,1366341335117148161,1,2915954031,Hoping for? Please explain when hoping became a vaccine strategy other than when it involves the word Trudeau! https://t.co/VRUnECABM0,"twitter.com,",Rex Glacer,rexglacer,False,"Wasaga Beach, Ontario",30842,10477,344472,69,5,8,32,#,#,#,#,#,#,#,#,quoted,1366340279213707267
257312,2021-03-01 11:28:35+00:00,1366349644280848384,1,998414695307644928,"So many incredible sessions at our International Women's Day event for women in health &amp; care &amp; allies, 8 March. This one on women leading the rollout of the vaccination programme (with a brilliant panel) is at 11.25-12.00. Join us! Register at: https://t.co/Psni7sNHaO  #IWD21 https://t.co/mWPJHFpGHA","www.everydaycourageiwd21.co.uk,twitter.com,",Prerana Issar,Prerana_Issar,True,"London, England",17752,1821,4255,69,0,2,21,#,#,#,#,#,#,#,#,#,#
280286,2021-03-01 06:32:48-06:00,1366365806741753856,1,1100841272871313408,"What could be more appropriate to explain #ModiPhobia 

#vaccine https://t.co/ReXdVCdgei","twitter.com,",Mou...,drmousumi777,False,Earth,4024,298,7471,69,0,6,10,#,#,#,#,#,#,#,#,#,#
288566,2021-03-01 07:53:27-05:00,1366371002431717376,1,757372008,". @PMOIndia @narendramodi took the first dose of #Covaxin, developed and made in India by  @BharatBiotech 

#LargestVaccineDrive https://t.co/EkQx4Lvc6k","twitter.com,",India in USA,IndianEmbassyUS,True,"Washington, DC",186062,1187,14864,69,2,4,13,#,#,#,471741741,PMOIndia,#,#,#,quoted,1366200664402006016
314382,2021-03-01 07:54:37-06:00,1366386394243993601,1,833183371,"There was NO vaccine distribution plan under the former guy...there were no back stock of vaccines ordered. Biden, in less than 40 days has basically turned the car around.",#,Y,radiochick841,False,"Minnesota, USA",8024,5262,70527,69,0,5,19,#,#,#,#,#,#,#,#,#,#
318263,2021-03-01 07:02:49-07:00,1366388459276038145,1,158715457,"Putin: “I’m told that our (COVID) vaccine is effective against variants that everybody in Europe is so scared of. And, not just in Europe”

 https://t.co/Z9PrYdIkGM","twitter.com,",Vera Van Horne,VeraVanHorne,False,The colonies,20992,829,48170,69,5,4,28,#,#,#,#,#,#,#,#,#,#
333933,#,1366397160745545730,1,192575711,"I’m a Mekunu (Middle Class Nigerian) &amp; I just registered for the #COVID19 vaccine on @NPHCDANG’s website, very simple! I have secured date &amp; time for the vaccination. 

You can also register on https://t.co/Gv29h3lu0U to get vaccinated in the coming days. RT/Share for awareness! https://t.co/sEdDiHVzRg","nphcdaict.com.ng,twitter.com,twitter.com,",UNCLE DEJI™️,DejiAdesogan,False,One City At A Time,57199,463,59457,69,3,8,48,#,#,#,973840117,NphcdaNG,#,#,#,#,#
343317,2021-03-01 06:57:03-08:00,1366402109013323782,1,231022007,"Hands, long fingers, forehead veins, pointed nose, ears, vaccine scar, birthmarks, moles, lips, perfect hair, carved jaw... I almost memorized Dayane's features. 😌😍

#dmvip #exrosmello #mellos https://t.co/Vi2MzcbfMl","twitter.com,twitter.com,twitter.com,twitter.com,",CJ (looking for a sister) 👀,hakseng04,False,San Junipero,5729,883,121135,69,1,2,4,#,#,#,#,#,231022007,1366401386447921156,hakseng04,replied_to,1366401386447921156
385321,2021-03-01 21:48:02+05:30,1366422485579689985,1,1159022638615842816,"Akhilesh Yadav had raised the questions on the vaccine by calling it a 'BJP vaccine'. These people see party interest above national interest: 
@Shehzad_Ind #ModiSilencesVaccineDoubters https://t.co/C2Thu5hpL0","twitter.com,",Yallappa G.,YallappaGulbar1,False,India,1131,442,13358,69,0,2,12,#,#,#,392608775,Shehzad_Ind,#,#,#,#,#
